-0.963,0.26,5.98,0.844,1
-1.22,0.339,4.72,1.05,1
-1.07,0.474,3.88,1.16,1
-1.58,0.347,6.28,0.869,1
-0.843,0.187,5.32,0.795,1
-0.803,0.527,4.73,0.701,1
-1.51,0.272,6.38,2.27,1
-2.05,0.344,4.67,1.58,1
-1.79,0.359,3.6,0.594,1
-1.46,0.238,4.22,1.03,1
-2.33,0.434,4.57,0.863,1
-1.03,0.444,5.96,0.985,1
-0.694,0.409,6.29,1.88,1
-1.2,0.392,6.66,0.867,1
-0.337,0.153,3.41,1.09,1
-1.75,0.19,5.24,1.27,1
-1.15,0.189,5.93,-0.0326,1
-0.676,0.179,4.64,1.22,1
-2.11,0.374,5.37,1.7,1
-1.46,0.244,4.16,0.788,1
-1.51,0.397,5.1,1.3,1
-1.13,0.31,3.09,2.38,1
-1.45,0.405,4.7,1.23,1
-2.18,0.121,5.44,0.869,1
-2.03,0.218,1.6,1.16,1
-1.21,0.487,4.93,1.31,1
-2.02,0.189,5.5,-0.0135,1
-1.49,0.532,6.74,0.0802,1
-1.55,0.244,5.36,0.793,1
-2.5,0.394,3.65,0.312,1
-1.71,0.398,6,1.16,1
-1.73,0.284,4.02,0.0694,1
-1.23,0.313,4.73,1.8,1
-2.13,0.341,6.63,1.67,1
-1.99,0.289,4.44,0.367,1
-1.73,0.373,3.85,1.64,1
-1.06,0.438,7.26,2.53,1
-1.25,0.243,4.58,0.26,1
-1.73,0.363,4.25,1.39,1
-1.74,0.326,4.93,0.547,1
-1.11,0.34,6.31,1.35,1
-1.34,0.161,4.26,-0.222,1
-0.89,0.264,3.8,0.689,1
-1.8,0.135,4.98,1.17,1
-1.51,0.249,4.63,1.04,1
-1.49,0.337,5.14,1.12,1
-1.61,0.216,4.85,0.595,1
-1.3,0.304,6.85,0.537,1
-2.02,0.189,5.5,-0.0135,1
-1.48,0.208,4.28,-0.0443,1
-1.42,0.35,5.22,1.79,1
-2.05,0.496,5.02,0.719,1
-1.8,0.262,5.45,0.85,1
-2.07,0.392,4.36,0.613,1
-1.91,0.384,5.18,0.744,1
-1.76,0.381,5.39,0.87,1
-1.77,0.166,4.71,1.58,1
-1.46,0.191,5.91,1.6,1
-1.24,0.285,4.75,1.54,1
-1.3,0.306,4.44,0.746,1
-1.87,0.246,7.18,1.37,1
-1.06,0.451,5.41,1.36,1
-1.41,0.346,4.35,0.414,1
-0.647,0.353,5.66,0.803,1
-2.18,0.495,5.83,1.31,1
-1.83,0.288,3.45,-0.0613,1
-1.2,0.366,5.64,1.06,1
-1.37,0.381,2.05,1.28,1
-0.981,0.331,4.75,-0.0116,1
-1.16,0.447,5.42,0.381,1
-1.46,0.237,4.65,0.844,1
-2.43,0.448,5.64,0.385,1
-1.23,0.249,5.21,0.72,1
-1.22,0.239,4.37,1.28,1
-1.27,0.26,4.62,1.29,1
-1.03,0.406,5.86,0.622,1
-2.12,0.182,4.95,0.896,1
-1.44,0.494,6.24,1.45,1
-2.26,0.234,5.51,0.149,1
-0.493,0.393,5.17,1.39,1
-1.56,0.234,4.94,0.917,1
-1.75,0.2,4.63,1.28,1
-1.06,0.31,5.16,1.17,1
-1.32,0.308,3.9,1.13,1
-1.17,0.168,4.57,1.55,1
-1.41,0.191,5.28,0.509,1
-1.92,0.28,3.44,1.55,1
-1.76,0.401,4.28,1.57,1
-1.44,0.223,2.16,1.18,1
-1.73,0.245,4.35,1.18,1
-2.08,0.186,5.72,1.56,1
-1.92,0.415,5.18,0.233,1
-1.23,0.385,5.43,1.29,1
-2.27,0.481,4.36,0.381,1
-1.39,0.386,5.11,0.926,1
-1.43,0.383,5.5,0.0433,1
-0.863,0.4,3.3,1.76,1
-1.29,0.311,4.53,1.43,1
-1.53,0.333,5.93,1.88,1
-1.91,0.248,5.52,1.26,1
-1.58,0.474,5.34,-0.314,1
-1.82,0.199,5.15,0.389,1
-1.42,0.4,6,0.761,1
-1.05,0.42,4.55,0.469,1
-1.88,0.39,5.21,0.723,1
-1.47,0.132,4.36,1.07,1
-1.61,0.216,4.89,1.47,1
-1.16,0.498,6.49,0.697,1
-1.07,0.327,5.95,0.127,1
-1.26,0.273,4.77,2.04,1
-1.52,0.328,4.79,1.79,1
-1.81,0.295,7.28,0.573,1
-1.84,0.323,4.18,1.8,1
-0.278,0.298,5.12,1.07,1
-2.12,0.274,5.52,2.27,1
-1.77,0.291,6.2,1.78,1
-2.32,0.265,6.75,0.573,1
-2.35,0.259,5.44,1.15,1
-2.28,0.275,4.67,0.96,1
-0.989,0.196,5.52,0.00593,1
-1.48,0.369,6.11,1.23,1
-1.05,0.37,6.52,-0.545,1
-1.54,0.393,4.46,1.55,1
-1.49,0.27,5.65,1.04,1
-0.897,0.328,5.22,2.28,1
-1.05,0.175,3.73,1.18,1
-1.22,0.404,3.6,0.594,1
-2.1,0.346,4.97,0.478,1
-1.72,0.385,5.59,0.9,1
-1.07,0.227,3.53,0.271,1
-1.13,0.123,7.34,0.994,1
-1.42,0.348,4.8,1.34,1
-1.07,0.266,5.55,-0.136,1
-1.71,0.217,6.48,0.878,1
-0.843,0.428,5.09,1.63,1
-1.96,0.108,5.69,1.67,1
-1.22,0.294,4.88,0.707,1
-2,0.383,4.22,0.634,1
-2.3,0.244,5.16,0.579,1
-1.19,0.23,3.78,1.16,1
-1.36,0.371,5.5,0.566,1
-1.91,0.382,4.86,0.456,1
-1.67,0.313,4.44,0.506,1
-1.63,0.417,5.12,0.896,1
-2.19,0.247,3.86,1.32,1
-1.76,0.198,6.63,0.324,1
-1.35,0.438,5.06,1.32,1
-1.57,0.261,5.24,0.993,1
-2.16,0.285,6.41,0.798,1
-1.32,0.178,4.74,0.937,1
-1.15,0.331,5.64,0.998,1
-0.881,0.152,3.32,0.863,1
-1.77,0.291,6.2,1.78,1
-1.51,0.248,4.19,1.57,1
-1.54,0.287,5.07,0.84,1
-1.74,0.275,3.5,0.419,1
-1.23,0.268,4.92,-0.169,1
-1.73,0.256,4.77,1.22,1
-1.34,0.352,6.09,1.61,1
-1.63,0.224,3.3,1.73,1
-1.95,0.229,6.24,2.72,1
-1.08,0.166,4.21,0.328,1
-1.58,0.326,4.69,0.815,1
-1.17,0.154,5.29,0.677,1
-2.33,0.1,4.49,0.941,1
-1.33,0.442,6.97,1.25,1
-1.17,0.308,4.83,1.06,1
-1.19,0.3,5.8,1.4,1
-1.74,0.123,4.56,0.743,1
-1.64,0.0961,5.8,1.52,1
-1.12,0.459,5.33,0.294,1
-0.641,0.274,4.15,0.43,1
-1.49,0.337,4.82,0.573,1
-1.34,0.318,4.07,0.887,1
-1.97,0.351,6.17,1.39,1
-2.2,0.331,2.6,0.125,1
-1.5,0.419,5.88,0.631,1
-1.13,0.123,7.34,0.994,1
-1.67,0.275,3.46,0.798,1
-1.21,0.28,4.01,1.03,1
-1.21,0.39,5.64,0.0347,1
-2.09,0.391,4.2,1.81,1
-1.32,0.178,4.74,0.937,1
-1.07,0.269,5.46,1.3,1
-1.84,0.254,6.07,2.19,1
-1.27,0.244,4.39,0.924,1
-1.74,0.252,3.53,1.17,1
-1.96,0.364,3.74,1.09,1
-1.36,0.343,5.45,1.38,1
-1.37,0.184,4.63,0.923,1
-1.03,0.302,4.46,1.16,1
-1.36,0.255,5.75,0.523,1
-1.68,0.147,4.7,0.685,1
-1.2,0.321,5.19,0.81,1
-1.83,0.396,5.89,0.197,1
-1.05,0.34,4.34,0.447,1
-1.53,0.397,6.46,0.702,1
-1.11,0.397,5.33,1.07,1
-1.57,0.57,4.86,2.13,1
-1.33,0.185,5.96,1.43,1
-1.78,0.445,4.85,-0.00062,1
-1.53,0.237,4.72,0.677,1
-2.18,0.373,5.34,1.53,1
-1.43,0.394,3.75,1.17,1
-1.75,0.187,3.51,1.11,1
-1.25,0.359,4.94,0.893,1
-2.14,0.557,4.79,1.75,1
-0.985,0.372,5.44,1.15,1
-1.37,0.0411,5.13,0.252,1
-0.75,0.152,4.57,0.827,1
-0.627,0.344,4.49,1.03,1
-1.29,0.311,4.53,1.43,1
-1.7,0.253,5.16,0.958,1
-1.21,0.476,4.75,0.198,1
-1.98,0.449,4.98,1.54,1
-1.19,0.285,4.52,1.09,1
-2.31,0.341,4.88,0.38,1
-1.16,0.313,5.03,0.0139,1
-1.02,0.295,5.22,0.83,1
-1.09,0.326,5.01,0.543,1
-2.36,0.399,5.45,1.61,1
-1.73,0.284,4.02,0.0694,1
-2.1,0.436,4.44,0.407,1
-1.31,0.397,5.01,1.33,1
-1.86,0.343,3.98,1.01,1
-1.31,0.381,4.78,0.362,1
-1.27,0.201,5.3,1.43,1
-1.56,0.254,4.58,1.18,1
-1.03,0.302,4.46,1.16,1
-0.681,0.194,5.75,1.1,1
-1.2,0.406,5.94,0.275,1
-1.86,0.296,5.15,0.866,1
-1.28,0.147,4.65,0.509,1
-1.48,0.252,3.91,0.967,1
-1.34,0.143,4.15,0.218,1
-1.74,0.123,4.56,0.743,1
-1.45,0.261,5.23,1.41,1
-1.26,0.43,4,1.29,1
-1.22,0.354,5.51,0.624,1
-1.42,0.36,4.86,0.824,1
-1.44,0.174,6.84,0.933,1
-2,0.383,4.22,0.634,1
-0.971,0.317,3.09,0.882,1
-1.76,0.288,4.59,1.77,1
-0.88,0.235,3.71,0.959,1
-1.57,0.254,5.57,0.969,1
-1.22,0.263,5.21,1.61,1
-2.21,0.255,5.68,0.869,1
-2.15,0.332,5.78,1.46,1
-1.12,0.301,2.9,0.671,1
-1.31,0.216,5.45,0.402,1
-1.59,0.518,4.36,1.14,1
-1.97,0.4,3.82,0.671,1
-0.999,0.374,3.69,1.8,1
-1.05,0.285,5.82,1.12,1
-0.337,0.153,3.41,1.09,1
-1.61,0.297,4.93,1.44,1
-1.63,0.277,5,0.453,1
-1.31,0.277,4.53,0.899,1
-1.6,0.319,3.17,-0.212,1
-1.85,0.431,5.71,0.364,1
-1.36,0.361,6.55,0.927,1
-1.96,0.238,5.14,1.23,1
-1.61,0.466,5.53,1.94,1
-1.52,0.193,5.23,2.48,1
-1.98,0.452,3.31,0.444,1
-1.42,0.305,5.02,0.834,1
-2.12,0.307,4.51,1.62,1
-1.1,0.234,3.39,1.15,1
-1.75,0.374,4.59,1.42,1
-1.12,0.201,3.64,0.199,1
-1.44,0.294,6.07,0.396,1
-0.496,0.223,4,0.851,1
-1.35,0.369,4.17,0.603,1
-2.67,0.297,3.68,-0.682,1
-1.26,0.476,5.33,1.98,1
-1.08,0.477,6.6,0.766,1
-1.13,0.363,4.78,0.896,1
-0.883,0.3,3.82,0.959,1
-1.59,0.409,5.81,1.93,1
-0.627,0.344,4.49,1.03,1
-1.27,0.201,5.3,1.43,1
-2,0.219,4.58,1.36,1
-0.996,0.142,5.62,0.791,1
-1.89,0.375,6.19,2.22,1
-1.68,0.36,5.54,1.53,1
-0.607,0.351,3.99,1.19,1
-1.45,0.202,3.91,1.59,1
-1.48,0.266,7.35,0.968,1
-1.34,0.322,5.86,1.22,1
-0.98,0.29,3.87,0.989,1
-0.88,0.235,3.71,0.959,1
-1.46,0.308,6.05,0.548,1
-2,0.252,4.92,1.53,1
-0.973,0.135,5.03,0.966,1
-1.6,0.389,6.76,1.13,1
-1.6,0.425,5.46,2.42,1
-1.47,0.331,3.34,0.498,1
-1.1,0.336,5.9,1.37,1
-0.963,0.26,5.98,0.844,1
-2.09,0.264,5.53,1.18,1
-1.58,0.474,5.34,-0.314,1
-1.09,0.396,3.63,0.619,1
-1.8,0.456,3.75,1.33,1
-1.47,0.364,5.6,0.84,1
-2.5,0.394,3.65,0.312,1
-1.42,0.308,5.02,1.26,1
-1.18,0.247,4.5,0.921,1
-1.49,0.172,5.13,1.08,1
-1.44,0.174,6.84,0.933,1
-1.05,0.313,5.53,0.738,1
-0.924,0.391,4.99,0.584,1
-1.2,0.366,5.64,1.06,1
-1.23,0.249,4.8,0.16,1
-0.802,0.266,4.91,1.82,1
-1.4,0.238,7.86,0.682,1
-1.17,0.156,5.04,0.212,1
-0.716,0.342,3.95,1.12,1
-1.98,0.395,4.54,1.45,1
-1.78,0.217,4.29,0.383,1
-1.35,0.332,3.81,0.817,1
-1.38,0.253,5.5,0.578,1
-2.21,0.423,3.38,1.64,1
-1.77,0.264,4.66,1.48,1
-0.922,0.458,3.73,1.33,1
-1.46,0.125,5.09,1.27,1
-1.85,0.431,5.71,0.364,1
-1.67,0.221,5.36,0.988,1
-1.16,0.235,5.34,1.16,1
-1.93,0.412,6.15,0.612,1
-1.21,0.279,7.2,1.52,1
-1.08,0.251,4.41,1.09,1
-0.757,0.244,4.69,-0.35,1
-1.1,0.301,5.65,2.7,1
-1.15,0.34,5.07,1.27,1
-1.4,0.304,8.07,0.0132,1
-1.69,0.146,5.63,1.61,1
-1.4,0.413,5.87,1.02,1
-1.32,0.252,4.39,0.729,1
-2.31,0.14,6.14,0.645,1
-1.21,0.504,3.87,0.853,1
-0.883,0.325,5.03,0.672,1
-1.87,0.0934,4.58,0.58,1
-1.62,0.177,5.49,1.68,1
-1.46,0.237,6.47,1.38,1
-1.59,0.409,5.21,0.841,1
-2.5,0.394,3.65,0.312,1
-1.21,0.39,5.64,0.0347,1
-0.0754,0.285,5.88,1.25,1
-0.954,0.216,7.13,1.06,1
-1.8,0.135,4.98,1.17,1
-1.91,0.196,4.47,1.37,1
-2.15,0.389,5.49,1.06,1
-2.02,0.355,5.53,1.26,1
-1.27,0.26,4.62,1.29,1
-1.88,0.37,2.88,0.51,1
-1.94,0.373,4.71,1.09,1
-1.5,0.3,5.39,1.93,1
-1.41,0.419,5.39,0.518,1
-1.21,0.389,6.71,0.732,1
-1.84,0.401,5.32,0.79,1
-1.62,0.464,3.66,1.21,1
-1.7,0.232,4.21,2.21,1
-2.03,0.267,4.87,1.33,1
-1.2,0.345,5.47,1.66,1
-1.73,0.309,4.86,0.511,1
-1.35,0.236,5.98,0.68,1
-1.91,0.241,3.98,1.09,1
-1.56,0.137,4.84,1.24,1
-1.05,0.34,4.34,0.447,1
-1.36,0.361,6.55,0.927,1
-1.87,0.151,5.1,2.32,1
-1.62,0.464,3.66,1.21,1
-1.42,0.104,5.54,1.43,1
-1.69,0.32,5.73,0.559,1
-1.32,0.241,6.92,0.466,1
-1.82,0.199,5.15,0.389,1
-1.21,0.214,4.3,0.254,1
-1.56,0.381,3.74,1.41,1
-1.2,0.406,5.94,0.275,1
-1.74,0.305,4.32,0.0323,1
-1.26,0.43,4,1.29,1
-1.57,0.349,2.7,1.03,1
-1.53,0.273,4.75,0.868,1
-1.42,0.395,4.35,0.901,1
-1.22,0.239,4.37,1.28,1
-1.11,0.3,5.87,1.47,1
-1.53,0.287,4.11,0.504,1
-1.45,0.412,6.1,1.41,1
-1.04,0.0252,4.35,0.751,1
-2.03,0.319,5.21,1.05,1
-1.3,0.184,3.76,-0.623,1
-1.65,0.181,6.07,0.052,1
-1.47,0.383,4.01,1.47,1
-1.32,0.252,4.39,0.729,1
-1.49,0.445,5.02,1.14,1
-1.55,0.307,3.24,1.34,1
-1.61,0.297,4.93,1.44,1
-1.7,0.378,3.77,0.846,1
-1.36,0.361,6.55,0.927,1
-1.54,0.314,3.87,0.79,1
-1.73,0.298,4.27,0.938,1
-1.57,0.424,4.72,1.42,1
-1.29,0.304,4.12,0.835,1
-1.63,0.356,5.64,1.03,1
-1.68,0.265,4.72,1.51,1
-1.49,0.298,3.98,0.833,1
-1.18,0.141,4.75,1.76,1
-1.41,0.195,4.02,1.26,1
-2.29,0.28,5.38,1.04,1
-1.49,0.337,4.82,0.573,1
-2,0.252,4.92,1.53,1
-1.19,0.384,5.8,1.26,1
-1.05,0.447,2.01,0.411,1
-1.51,0.337,5.71,0.543,1
-1.59,0.271,4.45,1.21,1
-1.55,0.407,5.72,0.828,1
-1.36,0.187,4.03,0.92,1
-1.26,0.325,3.4,0.981,1
-1.76,0.288,4.59,1.77,1
-2.01,0.333,3.67,1.58,1
-1.68,0.148,5.28,1.97,1
-2.18,0.0549,4.39,0.989,1
-0.686,0.144,3.7,0.773,1
-1.28,0.302,3.28,1.22,1
-1.88,0.362,4.32,1.66,1
-1.9,0.404,5.32,0.984,1
-2.18,0.495,5.83,1.31,1
-1.05,0.323,5.81,0.49,1
-1.41,0.341,3.96,1.38,1
-0.954,0.216,7.13,1.06,1
-1.95,0.366,5.28,0.586,1
-0.803,0.527,4.73,0.701,1
-1.34,0.407,4.12,0.615,1
-1,0.0819,3.45,0.974,1
-1.14,0.323,3.28,1.17,1
-1.6,0.254,5.3,0.68,1
-1.78,0.479,3.82,2.25,1
-1.52,0.328,4.79,1.79,1
-1.54,0.101,4.66,0.363,1
-1.43,0.256,4.54,0.899,1
-1.48,0.31,5.29,0.943,1
-1.64,0.271,4.05,0.706,1
-1.66,0.439,5.53,1.22,1
-1.19,0.301,3.95,0.224,1
-0.754,0.287,4.14,0.45,1
-2.28,0.0524,5.67,0.224,1
-1.88,0.39,5.21,0.723,1
-1.71,0.339,5.04,0.868,1
-1.72,0.282,4.78,1.33,1
-1.16,0.308,4.66,1.31,1
-1.04,0.3,3.38,1.82,1
-1.04,0.241,4,0.527,1
-1.91,0.214,7.37,2.34,1
-1.15,0.424,5.73,0.251,1
-1.57,0.284,5.82,-0.304,1
-1.36,0.312,5.2,0.91,1
-1.92,0.214,4.89,0.553,1
-1.58,0.0477,3.57,1.07,1
-1.15,0.355,3.84,2.13,1
-1.66,0.248,4.63,1.27,1
-1.62,0.387,5.7,1,1
-1.66,0.364,5.73,0.483,1
-1.03,0.264,5.15,0.958,1
-2.05,0.328,5.67,0.954,1
-1.43,0.258,3.9,1.56,1
-1.26,0.193,6.31,0.49,1
-1.6,0.203,5.18,0.724,1
-1.35,0.331,3.94,1.66,1
-1.15,0.34,5.07,1.27,1
-1.19,0.368,5.55,1.79,1
-2.11,0.219,5.43,1.52,1
-1.53,0.168,6.52,2.33,1
-1.39,0.206,5.69,0.898,1
-2.52,0.353,4.69,1.34,1
-1.9,0.216,2.55,1.62,1
-1.33,0.228,4.9,1.35,1
-1.47,0.373,5.59,0.00933,1
-2.24,0.576,3.67,-0.111,1
-1.92,0.28,3.44,1.55,1
-1.48,0.252,3.91,0.967,1
-0.947,0.206,3.73,1.09,1
-1.5,0.269,2.74,-0.0705,1
-1.17,0.356,4.38,2.18,1
-1.13,0.268,5.2,0.679,1
-0.727,0.326,4.32,0.223,1
-1.32,0.275,4.69,1.67,1
-1.43,0.383,5.5,0.0433,1
-2,0.368,7,0.828,1
-0.925,0.335,4.48,1.96,1
-1.39,0.361,5.14,0.197,1
-1.48,0.474,4.1,0.338,1
-1.31,0.35,7.26,1.26,1
-0.711,0.384,5.72,0.455,1
-1.52,0.328,4.79,1.79,1
-1.08,0.477,6.6,0.766,1
-1.34,0.409,4.32,-0.202,1
-1.88,0.202,5.53,0.887,1
-1.91,0.196,4.47,1.37,1
-1.63,0.485,4.68,0.609,1
-1.76,0.232,4.7,1.36,1
-1.45,0.202,3.91,1.59,1
-1.63,0.277,5,0.453,1
-1.55,0.36,5.11,1.25,1
-1.34,0.407,4.12,0.615,1
-1.46,0.237,6.47,1.38,1
-1.62,0.282,4.03,0.67,1
-1.34,0.225,3.56,0.771,1
-2.06,0.432,4,0.259,1
-1.88,0.37,3.65,0.43,1
-1.02,0.295,5.22,0.83,1
-1.97,0.4,3.82,0.671,1
-1.67,0.406,5.35,0.534,1
-1.06,0.169,7.05,0.286,1
-1.96,0.267,6.67,0.785,1
-1.12,0.201,3.64,0.199,1
-1.6,0.425,5.46,2.42,1
-1.83,0.417,5.34,1.98,1
-1.36,0.371,5.5,0.566,1
-1.21,0.118,5.44,0.787,1
-1.45,0.261,5.23,1.41,1
-1.68,0.445,5.35,1.46,1
-1.28,0.334,5.17,0.934,1
-1.55,0.346,4.35,0.919,1
-2.4,0.193,5.78,2.62,1
-1.9,0.377,4.82,0.477,1
-1.2,0.362,4.72,1.02,1
-1.6,0.337,5.73,0.559,1
-1.46,0.308,6.05,0.548,1
-1.25,0.265,3.95,0.76,1
-1.75,0.374,4.59,1.42,1
-1.59,0.29,3.93,1.91,1
-2.52,0.353,4.69,1.34,1
-1.51,0.286,4.71,0.332,1
-1.27,0.244,6.11,1.1,1
-1.76,0.0964,3.74,1.17,1
-1.89,0.375,6.19,2.22,1
-2.17,0.127,5.09,1.73,1
-1.73,0.306,3.85,0.521,1
-0.898,0.417,4.63,1.25,1
-1.08,0.343,4.95,1.53,1
-1.51,0.207,5.17,0.582,1
-2.52,0.353,4.69,1.34,1
-1.96,0.148,5.68,1.48,1
-1.06,0.227,5.32,1.01,1
-1.39,0.276,5.1,1.58,1
-1.53,0.303,5.4,0.819,1
-2.26,0.234,5.51,0.149,1
-0.878,0.161,4.64,0.748,1
-1.42,0.224,3.91,0.985,1
-1.47,0.26,6.18,0.618,1
-1.44,0.308,4.19,1.13,1
-1.16,0.429,6.45,-0.202,1
-2.01,0.0992,4.52,1.61,1
-1.47,0.26,6.18,0.618,1
-1.12,0.209,6.09,0.191,1
-0.996,0.142,5.62,0.791,1
-0.975,0.161,4.17,0.613,1
-1.07,0.482,4.35,1.82,1
-1.67,0.302,5.43,0.763,1
-1.67,0.333,4.42,0.916,1
-1.89,0.375,6.19,2.22,1
-1.78,0.181,5.93,1.35,1
-1.28,0.287,5.86,1.47,1
-1.17,0.335,6.04,0.35,1
-1.35,0.301,4.4,0.22,1
-1.72,0.235,4.29,0.713,1
-1.61,0.109,4.31,1.93,1
-1.37,0.232,5.88,1.24,1
-1.82,0.288,5.3,0.532,1
-1.89,0.337,3.93,1.17,1
-1.52,0.328,4.79,1.79,1
-1.39,0.339,4.28,0.852,1
-1.29,0.289,4.44,1.83,1
-1.19,0.338,6.1,1.52,1
-1.85,0.215,5.5,1.44,1
-1.14,0.322,5.5,0.711,1
-1.66,0.507,5.17,2,1
-1.67,0.378,4.45,0.56,1
-0.887,0.325,5.62,0.207,1
-1.35,0.274,5.17,1.15,1
-1.76,0.197,5.33,0.406,1
-1.94,0.252,5.32,0.572,1
-1.64,0.304,6.46,1.77,1
-1.37,0.399,5.98,1.68,1
-1.67,0.313,4.44,0.506,1
-1.81,0.316,5.06,0.944,1
-0.924,0.391,4.99,0.584,1
-0.738,0.375,3.53,0.667,1
-1.9,0.404,5.32,0.984,1
-0.924,0.125,3.56,1.62,1
-1.51,0.248,4.19,1.57,1
-2.17,0.127,5.09,1.73,1
-1.79,0.238,5.37,1.04,1
-2.1,0.425,6.47,-0.481,1
-1.92,0.415,5.18,0.233,1
-0.815,0.289,4.66,1,1
-1.34,0.407,4.12,0.615,1
-1.33,0.268,6.48,0.279,1
-1.61,0.379,6.2,1.13,1
-1.21,0.22,4.46,0.777,1
-1.03,0.302,4.46,1.16,1
-2.03,0.269,2.67,1.52,1
-1.48,0.3,5.39,-0.0679,1
-0.781,0.226,5.04,0.646,1
-1.68,0.143,4.75,0.705,1
-0.925,0.335,4.48,1.96,1
-1.73,0.306,3.85,0.521,1
-1.36,0.186,4.21,0.543,1
-0.885,0.153,3.8,1.28,1
-1.91,0.196,4.47,1.37,1
-1.09,0.218,5.23,1.13,1
-1.64,0.467,4.31,2.12,1
-1.06,0.313,3.06,0.839,1
-1.3,0.306,4.44,0.746,1
-1.07,0.395,4.19,0.858,1
-0.975,0.161,4.17,0.613,1
-2.28,0.275,4.67,0.96,1
-1.38,0.223,5.54,1.36,1
-1,0.332,4.9,0.324,1
-1.61,0.216,4.85,0.595,1
-0.898,0.417,4.63,1.25,1
-1.88,0.179,4.99,0.411,1
-1.34,0.326,5.73,0.261,1
-1.43,0.18,5.07,1.41,1
-1.63,0.447,5.37,1.85,1
-1.15,0.325,5.32,0.744,1
-1.81,0.29,6.42,0.728,1
-0.0754,0.285,5.88,1.25,1
-1.07,0.112,4.18,0.617,1
-2.36,0.399,5.45,1.61,1
-1,0.217,4.58,0.766,1
-1.57,0.254,5.57,0.969,1
-1.71,0.217,6.48,0.878,1
-0.963,0.26,5.98,0.844,1
-1.29,0.255,3.04,1.24,1
-1.1,0.361,4.74,0.914,1
-1.07,0.266,5.55,-0.136,1
-1.71,0.339,5.04,0.868,1
-1.73,0.351,5.5,0.986,1
-1.92,0.338,3.85,-0.268,1
-2.11,0.209,4.26,1.48,1
-1,0.217,4.58,0.766,1
-1.77,0.181,4.22,1.12,1
-1.83,0.315,5.19,0.652,1
-2.04,0.507,5.46,2.44,1
-1.12,0.31,4.03,0.303,1
-1.04,0.3,3.38,1.82,1
-1.03,0.254,3.82,1.54,1
-1.95,0.0967,4.95,0.88,1
-1.37,0.334,3.14,1.48,1
-1.36,0.176,4.69,1.37,1
-1.52,0.295,4.98,1.13,1
-1.33,0.364,5.42,1.39,1
-1.34,0.369,5.09,1.17,1
-2.39,0.116,6.08,0.499,1
-1.54,0.489,5.04,1.76,1
-1.72,0.375,3.84,0.563,1
-0.883,0.3,3.82,0.959,1
-1.31,0.321,6.02,0.35,1
-1.15,0.263,3.67,0.567,1
-1.06,0.402,3.96,1.53,1
-1.92,0.342,3.03,1.63,1
-1.56,0.381,3.74,1.41,1
-1.87,0.0934,4.58,0.58,1
-1.4,0.304,8.07,0.0132,1
-1.35,0.143,6.14,0.536,1
-1.31,0.185,3.75,0.393,1
-1.76,0.197,5.33,0.406,1
-1.75,0.187,3.51,1.11,1
-1.85,0.249,5.65,1.61,1
-0.85,0.217,5.29,1.59,1
-1.16,0.4,5.55,2.12,1
-2.44,0.151,5.08,0.433,1
-1.95,0.377,5.07,1.46,1
-1.59,0.518,4.36,1.14,1
-1.53,0.227,4.57,1.4,1
-1.62,0.309,5.29,0.497,1
-1.09,0.326,5.01,0.543,1
-1.07,0.482,4.35,1.82,1
-0.895,0.375,3.95,1.53,1
